CHALLANGE PRICE REPORT
REQ_ENTER_DATE,RATE_ENTER_DATE,REQUEST_NO,SOURCE_BRANCH,SOURCE_BRANCH_NAME,DESTINATION_BRANCH,DESTINATION_BRANCH_NAME,VENDOR_CODE,VENDOR_OWNER_NAME,VENDOR_TRANSPORT_NAME,VENDOR_BID,CHALLENGE_PRICE,CHALLENGE_FLAG,HIRING_NO,HIRING_AMOUNT,HIRED_VENDOR_CODE,HIRED_VENDOR_OWNER_NAME,HIRED_VENDOR_TRANSPORT_NAME
07-JAN-26,07-JAN-26,17012514001187,1701,JAIPUR-RAJASTHAN,1111,NABHA-PUNJAB,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,25000,20000,Accept,69292515045238,20000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
07-JAN-26,07-JAN-26,5112514002040,529,BIDADI KARNATAKA,303,ASLALI EXT COUNTER-GUJARAT,5040000220,SATYANARYAN SHARMA,SONU AUTO CARRIER,37000,36000,Accept,69292515045492,36000,5040000220,SATYANARYAN SHARMA,SONU AUTO CARRIER
07-JAN-26,07-JAN-26,13222514000319,1322,MANESAR-HARYANA,2117,MUMBAI HUB-MAHARASTRA,64870003278,,Eco Trans India ,42500,42500,Accept,69292515045180,42500,64870003278,,Eco Trans India 
07-JAN-26,07-JAN-26,13932514001090,1393,KHARKHODA  SONIPAT,814,DANKUNI KOLKATA-WEST BANGAL,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.,78000,77000,Accept,69292515045370,77000,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.
07-JAN-26,07-JAN-26,13092514002046,1309,KUNDLI BORDER SONIPAT-HARYANA,2105,BHIWANDI-MAHARASTRA,64870003903,punia movers,punia movers,36000,35000,NOT RES,69292515045373,35000,64870003903,punia movers,punia movers
07-JAN-26,07-JAN-26,17012514001185,1701,JAIPUR-RAJASTHAN,1105,MOHALI-PUNJAB,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,24000,23000,Accept,69292515045230,23000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
07-JAN-26,07-JAN-26,13932514001091,1393,KHARKHODA  SONIPAT,1920,LUDHIANA HUB,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,14000,14000,Accept,69292515045259,14000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
07-JAN-26,07-JAN-26,13082514000447,1308,FARIDABAD-HARYANA,529,BIDADI KARNATAKA,64870001725,,DEVILAL ,57000,56000,Accept,69292515045197,56000,64870001725,,DEVILAL 
07-JAN-26,07-JAN-26,1152514001613,103,AMBALA HUB-HARYANA,4107,CUTTACK-ORRISA,64870002845,,SIMNANI ROAD CARRIER,92000,90000,Accept,69292515045397,90000,64870002845,,SIMNANI ROAD CARRIER
07-JAN-26,07-JAN-26,35082514000379,3508,DEWAS-MADHYA PRADESH,850,MALDA WB,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,94000,93000,Accept,69292515045265,93000,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
07-JAN-26,08-JAN-26,17012514001188,1701,JAIPUR-RAJASTHAN,3502,BHOPAL-MADHYA PRADESH,64870002944,MANOJ SHARMA,NEW JAI DURGA ROADLINES,33000,33000,Accept,69292515045322,33000,64870002944,MANOJ SHARMA,NEW JAI DURGA ROADLINES
08-JAN-26,08-JAN-26,24012514000595,2401,NASIK-MAHARASTRA,505,HOSUR-TAMILNADU,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE,63000,62000,Accept,69292515045485,62000,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE
08-JAN-26,08-JAN-26,13232514000671,1323,BALLABHGARH-HARYANA,1333,HISSAR-HARYANA,64870003064,,ISHWAR TEMPO SERVICE,12000,10000,NOT RES,69292515048415,12000,64870003064,,ISHWAR TEMPO SERVICE
08-JAN-26,08-JAN-26,13282514001438,1328,BINOLA HUB-HARYANA,2501,NAGPUR,64870000133,Can Pack Logistics,Can Pack Logistics,51000,48500,Accept,69292515045484,48500,64870000133,Can Pack Logistics,Can Pack Logistics
08-JAN-26,08-JAN-26,12022514001707,1202,VAPI-GUJARAT,1393,KHARKHODA  SONIPAT,12020000122,GHT,GUJARAT HIMACHAL TRANSPORT,70000,69500,Accept,69292515045434,69500,12020000122,GHT,GUJARAT HIMACHAL TRANSPORT
08-JAN-26,08-JAN-26,21252514000490,2125,RASYANI-RAIGAD,502,JIGNI-KARNATAKA,21170000457,NARENDER,LUCKY LOGISTIC TRANSPORT,77000,75000,Accept,69292515045676,75000,21170000457,NARENDER,LUCKY LOGISTIC TRANSPORT
08-JAN-26,08-JAN-26,13382514001053,1338,HODAL HUB HARYANA,511,BANGLORE HUB-KARNATAKA,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,107000,103000,Accept,69292515045402,103000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
08-JAN-26,08-JAN-26,21172514002000,2117,MUMBAI HUB-MAHARASTRA,301,AHMEDABAD-GUJARAT,3010000243,NARENDER SHARMA,JATIN ROAD CARRIER,32000,32000,Accept,69292515045377,32000,3010000243,NARENDER SHARMA,JATIN ROAD CARRIER
08-JAN-26,08-JAN-26,40032514000479,4003,ROORKEE UTTRAKHAND,1393,KHARKHODA  SONIPAT,64870002697,SHRI BALAJI CONTAINER SERVICE,SHRI BALAJI CONTAINER SERVICE,13500,13000,Accept,69292515045512,13000,64870002697,SHRI BALAJI CONTAINER SERVICE,SHRI BALAJI CONTAINER SERVICE
08-JAN-26,08-JAN-26,17012514001192,1701,JAIPUR-RAJASTHAN,2855,MAHALUNGE NEW WH DELIVERY,64870003568,,SIDDHI DATRI LOGISTICS,65000,64000,Accept,69292515045460,64000,64870003568,,SIDDHI DATRI LOGISTICS
08-JAN-26,08-JAN-26,21172514002003,2117,MUMBAI HUB-MAHARASTRA,1607,ZAHEERABAD-TELANGANA,64870003827,PROGRESSIVE LOGISTICS,PROGRESSIVE LOGISTICS,57000,55000,Accept,69292515045556,55000,64870003827,PROGRESSIVE LOGISTICS,PROGRESSIVE LOGISTICS
08-JAN-26,08-JAN-26,28032514000759,2803,RANJANGAON - MAHARASTRA,351,AHMEDNAGAR-MAHARASTRA,64870004526,,bhart logistics ,9000,8500,Accept,69292515045423,8500,64870004526,,bhart logistics 
08-JAN-26,10-JAN-26,13522514000725,1352,DADRI-UTTAR PRADESH,201,AURANGABAD WALUJ-MAHARASTRA,64870001375,,MH LOGISTICS,51900,51000,Accept,69292515045587,51000,64870001375,,MH LOGISTICS
08-JAN-26,09-JAN-26,69522514000184,6533,LUCKNOW - BHARTI AIRTEL LTD,6533,LUCKNOW - BHARTI AIRTEL LTD,18010000008,GYAN PRAKASH,CHITARGUPTA TRANSPORT COMPANY,5500,5000,Accept,69292515045675,5000,18010000008,GYAN PRAKASH,CHITARGUPTA TRANSPORT COMPANY
08-JAN-26,08-JAN-26,19202514000093,1920,LUDHIANA HUB,2855,MAHALUNGE NEW WH DELIVERY,64870003281,,shree ram container service,60000,58000,Accept,69292515045464,58000,64870003281,,shree ram container service
08-JAN-26,08-JAN-26,13182514000289,1318,GURGAON-HARYANA,2205,HARIDWAR-UTTRAKHAND,64870000839,,Delhi jaipur road lines,14000,13500,Accept,69292515045364,13500,64870000839,,Delhi jaipur road lines
08-JAN-26,08-JAN-26,13382514001054,1338,HODAL HUB HARYANA,4107,CUTTACK-ORRISA,64870004150,,Azyan Logistics ,85000,83000,Accept,69292515045530,83000,64870004150,,Azyan Logistics 
08-JAN-26,08-JAN-26,61202514002500,303,ASLALI EXT COUNTER-GUJARAT,1601,HYDERABAD-TELANGANA,64870004544,,shri shyam cargo movers ,55000,54000,Accept,69292515045324,54000,64870004544,,shri shyam cargo movers 
08-JAN-26,08-JAN-26,35082514000380,3508,DEWAS-MADHYA PRADESH,1601,HYDERABAD-TELANGANA,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,57000,51000,Accept,69292515045391,51000,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
08-JAN-26,08-JAN-26,12022514001705,316,UMERGAON-GUJARAT,1312,GREATER NOIDA-UTTAR PRADESH,64870002061,,SHREE KRISHNA TEMPO TRANSPORT (VAPI),47000,46000,Accept,69292515045348,46000,64870002061,,SHREE KRISHNA TEMPO TRANSPORT (VAPI)
08-JAN-26,08-JAN-26,24012514000593,2401,NASIK-MAHARASTRA,523,DHARWAD-KARNATAKA,24010000047,SIDDHESHWAR,SIDDHESHWAR TRANSPORT,36000,35000,Accept,69292515045441,35000,24010000047,SIDDHESHWAR,SIDDHESHWAR TRANSPORT
08-JAN-26,08-JAN-26,17212514000243,1721,KESHWANA RAJASTHAN,2855,MAHALUNGE NEW WH DELIVERY,64870000081,,Rajneesh freight carriers,62000,62000,Accept,69292515045353,62000,64870000081,,Rajneesh freight carriers
08-JAN-26,08-JAN-26,13382514001052,1338,HODAL HUB HARYANA,2803,RANJANGAON - MAHARASTRA,64870004919,,SHRI HARISH VYAS JI LOGISTICS ,64500,62000,Accept,69292515045751,62000,64870004919,,SHRI HARISH VYAS JI LOGISTICS 
08-JAN-26,08-JAN-26,13932514001097,1393,KHARKHODA  SONIPAT,814,DANKUNI KOLKATA-WEST BANGAL,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,84500,84000,Accept,69292515045346,84000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
08-JAN-26,08-JAN-26,35012514000634,3501,INDORE-MADHYA PRADESH,1616,RAJAMUNDRY-TELANGANA,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,75000,73000,Accept,69292515045365,73000,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
08-JAN-26,08-JAN-26,13422514000536,1342,JAMALPUR-HARYANA,2826,KAGAL GODOWN,64870004150,,Azyan Logistics ,84000,82500,Accept,69292515045406,82500,64870004150,,Azyan Logistics 
08-JAN-26,08-JAN-26,17012514001193,1701,JAIPUR-RAJASTHAN,1104,HOSHIARPUR-PUNJAB,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,28000,26000,Accept,69292515045518,26000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
08-JAN-26,08-JAN-26,13122514000478,1312,GREATER NOIDA-UTTAR PRADESH,1620,TADA (SRI CITY) -ANDHRA PRADESH.,64870003705,,DIGITAL INDIA LOGISTICS ,79900,79000,Accept,69292515045417,79000,64870003705,,DIGITAL INDIA LOGISTICS 
08-JAN-26,08-JAN-26,1152514001620,103,AMBALA HUB-HARYANA,1341,BAWANA-DELHI,64870004680,,Ravi Roadline ,9000,8500,Accept,69292515045400,8500,64870004680,,Ravi Roadline 
08-JAN-26,08-JAN-26,13932514001099,1393,KHARKHODA  SONIPAT,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,14000,13500,Accept,69292515045618,13500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
08-JAN-26,08-JAN-26,13932514001101,1393,KHARKHODA  SONIPAT,3405,JAMSHEDPUR-JHARKHAND,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,85000,82000,Accept,69292515045352,82000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
08-JAN-26,08-JAN-26,69522514000183,6533,LUCKNOW - BHARTI AIRTEL LTD,1815,AYODHYA U.P.,18010000008,GYAN PRAKASH,CHITARGUPTA TRANSPORT COMPANY,12000,11500,Accept,69292515045361,11500,18010000008,GYAN PRAKASH,CHITARGUPTA TRANSPORT COMPANY
08-JAN-26,08-JAN-26,7012514000124,701,BHIWADI RAJASTHAN,2832,PHALTHAN-MAHARASTRA,64870003903,punia movers,punia movers,42000,40000,Accept,69292515045438,40000,64870003903,punia movers,punia movers
09-JAN-26,09-JAN-26,1152514001639,1921,RAJPURA,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,18000,17000,Accept,69292515045661,17000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
09-JAN-26,09-JAN-26,35082514000387,3508,DEWAS-MADHYA PRADESH,1601,HYDERABAD-TELANGANA,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,61000,58500,Accept,69292515045707,58500,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
09-JAN-26,09-JAN-26,13282514001441,1328,BINOLA HUB-HARYANA,3301,RUDRAPUR-UTTRAKHAND,64870000839,,Delhi jaipur road lines,18000,17000,Accept,69292515045667,17000,64870000839,,Delhi jaipur road lines
09-JAN-26,09-JAN-26,17012514001195,1701,JAIPUR-RAJASTHAN,1338,HODAL HUB HARYANA,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,18000,17500,Accept,69292515045716,17500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
09-JAN-26,09-JAN-26,60742514000095,6074,AIRTEL GSM (UP WEST),2202,AGRA-UTTAR PRADESH,64870003589,,AGREE TRANSPORT COMPANY ,9000,8500,Accept,69292515045673,8500,64870003589,,AGREE TRANSPORT COMPANY 
09-JAN-26,09-JAN-26,13092514002065,1309,KUNDLI BORDER SONIPAT-HARYANA,1602,KANPUR-UTTAR PRADESH,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers,39900,38000,Accept,69292515045821,38000,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers
09-JAN-26,09-JAN-26,9012514000974,901,COIMBATORE-TAMILNADU,3011,CALICUT-KERLA,64870003047,MH ROADLINES,MH ROADLINES,12500,12000,Accept,69292515045747,12000,64870003047,MH ROADLINES,MH ROADLINES
09-JAN-26,09-JAN-26,1152514001637,1921,RAJPURA,1341,BAWANA-DELHI,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,8000,7500,Accept,69292515045664,7500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
09-JAN-26,09-JAN-26,13932514001106,1393,KHARKHODA  SONIPAT,1358,KARNAL-HARYANA,64870000839,,Delhi jaipur road lines,15000,14000,Accept,69292515045682,14000,64870000839,,Delhi jaipur road lines
09-JAN-26,09-JAN-26,61202514002506,6697,BHARTI AIRTEL-FARRUK NAGAR,3501,INDORE-MADHYA PRADESH,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,28000,25000,NOT RES,69292515045549,25500,64870000839,,Delhi jaipur road lines
09-JAN-26,09-JAN-26,13232514000675,1323,BALLABHGARH-HARYANA,1001,CHENNAI SVCHATRAM-TAMILNADU,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.,101000,100000,Accept,69292515045784,100000,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.
09-JAN-26,09-JAN-26,13102514000700,1310,NOIDA I-UTTAR PRADESH,3003,COCHIN-KERLA,64870003317,TENDER TRUCK PVT LTD,TENDER TRUCK PVT LTD,75000,75000,Accept,69292515045649,75000,64870003317,TENDER TRUCK PVT LTD,TENDER TRUCK PVT LTD
09-JAN-26,10-JAN-26,12022514001716,1202,VAPI-GUJARAT,1611,CHERLAPALLY-TELANGANA,64870004080,,CHOUDHARY FREIGHT CARRIER,44000,43000,Accept,69292515046145,43000,64870004080,,CHOUDHARY FREIGHT CARRIER
09-JAN-26,10-JAN-26,17012514001197,1701,JAIPUR-RAJASTHAN,3508,DEWAS-MADHYA PRADESH,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,23000,21000,Accept,69292515045875,21000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
09-JAN-26,09-JAN-26,35082514000384,3508,DEWAS-MADHYA PRADESH,1609,VIJAYWADA,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,66000,65500,Accept,69292515045537,65500,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
09-JAN-26,09-JAN-26,13282514001439,1328,BINOLA HUB-HARYANA,1701,JAIPUR-RAJASTHAN,64870000839,,Delhi jaipur road lines,15500,15000,Accept,69292515045645,15000,64870000839,,Delhi jaipur road lines
09-JAN-26,09-JAN-26,61202514002505,6697,BHARTI AIRTEL-FARRUK NAGAR,103,AMBALA HUB-HARYANA,64870000839,,Delhi jaipur road lines,10000,10000,Accept,69292515045688,10000,64870000839,,Delhi jaipur road lines
09-JAN-26,09-JAN-26,17012514001196,1701,JAIPUR-RAJASTHAN,2855,MAHALUNGE NEW WH DELIVERY,64870000081,,Rajneesh freight carriers,64000,63000,Accept,69292515045670,63000,64870000081,,Rajneesh freight carriers
09-JAN-26,09-JAN-26,13382514001057,1338,HODAL HUB HARYANA,1601,HYDERABAD-TELANGANA,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED,81999,80000,Accept,69292515045608,80000,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED
09-JAN-26,09-JAN-26,12022514001713,1202,VAPI-GUJARAT,4003,ROORKEE UTTRAKHAND,12020000154,PAWAN KUMAR,PAWAN GOODS CARRIERS,87000,82900,Accept,69292515045911,82900,12020000154,PAWAN KUMAR,PAWAN GOODS CARRIERS
09-JAN-26,09-JAN-26,24012514000599,2401,NASIK-MAHARASTRA,1001,CHENNAI SVCHATRAM-TAMILNADU,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE,64000,62000,Accept,69292515045597,62000,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE
09-JAN-26,09-JAN-26,24012514000598,2401,NASIK-MAHARASTRA,529,BIDADI KARNATAKA,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE,64000,62000,Accept,69292515045848,62000,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE
09-JAN-26,10-JAN-26,1152514001638,1921,RAJPURA,1341,BAWANA-DELHI,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,8000,7500,Accept,69292515045666,7500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
09-JAN-26,10-JAN-26,14122514000053,1412,OM-CNH SIKANDRABAD (U.P.),1601,HYDERABAD-TELANGANA,64870001375,,MH LOGISTICS,72000,71000,NOT RES,69292515045957,72000,64870001375,,MH LOGISTICS
09-JAN-26,09-JAN-26,13222514000322,1322,MANESAR-HARYANA,2855,MAHALUNGE NEW WH DELIVERY,64870004345,,Hiteshu freight carrier ,44000,43500,Accept,69292515045553,43500,64870004345,,Hiteshu freight carrier 
09-JAN-26,09-JAN-26,13092514002063,1309,KUNDLI BORDER SONIPAT-HARYANA,802,GUWAHATI-ASSAM,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers,132000,132000,Accept,69292515045776,132000,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers
09-JAN-26,09-JAN-26,28062514000513,2806,SANASWADI - MAHARASTRA,525,NARSAPURA-KARNATAKA,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED,58000,56000,Accept,69292515045873,56000,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED
09-JAN-26,10-JAN-26,13082514000449,1308,FARIDABAD-HARYANA,2803,RANJANGAON - MAHARASTRA,64870004919,,SHRI HARISH VYAS JI LOGISTICS ,64500,62500,Accept,69292515045793,62500,64870004919,,SHRI HARISH VYAS JI LOGISTICS 
10-JAN-26,10-JAN-26,30102514000408,3010,BAWAL-HARYANA,324,VITHALAPUR - GUJARAT,13900000421,LALIT KR.,SHREE KISRHNA TAMPO TRNASPORT,19000,18500,Accept,69292515045818,18500,13900000421,LALIT KR.,SHREE KISRHNA TAMPO TRNASPORT
10-JAN-26,15-JAN-26,28552514000206,2856,MAHALUNGE TRANSSHIPMENT,319,SANAND  AHMEDABAD-GUJARAT,28020000234,VIKAS SHARMA,SALASAR ROADWAYS PUNE,25000,20000,Accept,69292515047045,20000,28020000234,VIKAS SHARMA,SALASAR ROADWAYS PUNE
10-JAN-26,10-JAN-26,35082514000389,3508,DEWAS-MADHYA PRADESH,850,MALDA WB,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,95000,94000,Accept,69292515045881,94000,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
10-JAN-26,10-JAN-26,35012514000635,3501,INDORE-MADHYA PRADESH,3201,VISAKHAPATNAM-A.P,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,76000,74000,Accept,69292515045877,74000,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
10-JAN-26,10-JAN-26,13382514001066,1338,HODAL HUB HARYANA,2803,RANJANGAON - MAHARASTRA,3010000215,SANDEEP SHARMA,RAMA KRISHNA ROAD TRANS,63000,62000,Accept,69292515045847,62000,3010000215,SANDEEP SHARMA,RAMA KRISHNA ROAD TRANS
10-JAN-26,10-JAN-26,12022514001723,1202,VAPI-GUJARAT,1611,CHERLAPALLY-TELANGANA,64870004080,,CHOUDHARY FREIGHT CARRIER,58000,56000,Accept,69292515045856,56000,64870004080,,CHOUDHARY FREIGHT CARRIER
10-JAN-26,10-JAN-26,13122514000483,1370,SURAJPUR G.NOIDA,301,AHMEDABAD-GUJARAT,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.,30000,30000,Accept,69292515045775,30000,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.
10-JAN-26,10-JAN-26,13512514000381,1361,JHAJJAR-HARYANA,4107,CUTTACK-ORRISA,13900000936,QUICK DIGITAL TECHNOLOGIES PVT. LTD.,QUICK DIGITAL TECHNOLOGIES PVT. LTD.,62000,61500,Accept,69292515045718,61500,13900000936,QUICK DIGITAL TECHNOLOGIES PVT. LTD.,QUICK DIGITAL TECHNOLOGIES PVT. LTD.
10-JAN-26,10-JAN-26,13062514001907,2122,JASAI MUMBAI-MAHARASTRA,1601,HYDERABAD-TELANGANA,64870000773,,Vaibhav logistics,70000,68000,Accept,69292515045939,68000,64870000773,,Vaibhav logistics
10-JAN-26,10-JAN-26,28032514000763,2803,RANJANGAON - MAHARASTRA,1601,HYDERABAD-TELANGANA,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.,25500,25000,Accept,69292515045942,25000,64870001163,RoadExpress Technology PVT. LTD.,RoadExpress Technology PVT. LTD.
10-JAN-26,10-JAN-26,13382514001063,1338,HODAL HUB HARYANA,814,DANKUNI KOLKATA-WEST BANGAL,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,85000,84000,Accept,69292515045781,84000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
10-JAN-26,10-JAN-26,13932514001109,1393,KHARKHODA  SONIPAT,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,14000,13000,Accept,69292515045704,13000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
10-JAN-26,10-JAN-26,13142514000465,1101,CHANDIGARH-PUNJAB,2110,SAKINAKA MUMBAI-MAHARASTRA,64870003281,,shree ram container service,45500,43500,Accept,69292515045752,43500,64870003281,,shree ram container service
10-JAN-26,10-JAN-26,12022514001719,1201,DAMAN-GUJARAT,511,BANGLORE HUB-KARNATAKA,64870004080,,CHOUDHARY FREIGHT CARRIER,86000,86000,Accept,69292515045699,86000,64870004080,,CHOUDHARY FREIGHT CARRIER
10-JAN-26,10-JAN-26,12022514001720,1201,DAMAN-GUJARAT,511,BANGLORE HUB-KARNATAKA,64870004080,,CHOUDHARY FREIGHT CARRIER,86000,86000,Accept,69292515045698,86000,64870004080,,CHOUDHARY FREIGHT CARRIER
10-JAN-26,10-JAN-26,13932514001112,1393,KHARKHODA  SONIPAT,1601,HYDERABAD-TELANGANA,64870000133,Can Pack Logistics,Can Pack Logistics,72000,68000,NOT RES,69292515045765,69000,64870000133,Can Pack Logistics,Can Pack Logistics
10-JAN-26,10-JAN-26,13142514000466,2107,VASHI MUMBAI-MAHARASTRA,505,HOSUR-TAMILNADU,13900000972,VIKASH SHARMA ATTRI,SOUTH CARGO ROADLINE,60000,55500,Accept,69292515045709,55500,13900000972,VIKASH SHARMA ATTRI,SOUTH CARGO ROADLINE
10-JAN-26,10-JAN-26,13092514002076,1409,BAROTA SONIPAT HARYANA,1601,HYDERABAD-TELANGANA,64870004228,,AKM Logistics ,71500,69000,Not Accept,69292515045837,69000,64870000133,Can Pack Logistics,Can Pack Logistics
10-JAN-26,10-JAN-26,13382514001061,1338,HODAL HUB HARYANA,814,DANKUNI KOLKATA-WEST BANGAL,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,85000,84000,Accept,69292515045831,84000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
10-JAN-26,10-JAN-26,13292514000059,1329,NAGLI POONA-DELHI,2803,RANJANGAON - MAHARASTRA,64870001577,,BRIJMOHAN TRANSPORT,35000,35000,Accept,69292515046038,35000,64870001577,,BRIJMOHAN TRANSPORT
10-JAN-26,10-JAN-26,2012514001727,201,AURANGABAD WALUJ-MAHARASTRA,3001,SALEM-TAMILNADU,64870002322,DEEPAK SHARMA,Shree Ram Krishna Transport,63500,61000,Accept,69292515045769,61000,64870002322,DEEPAK SHARMA,Shree Ram Krishna Transport
10-JAN-26,10-JAN-26,13382514001065,1338,HODAL HUB HARYANA,2855,MAHALUNGE NEW WH DELIVERY,64870004919,,SHRI HARISH VYAS JI LOGISTICS ,62500,62500,Accept,69292515045897,62500,64870004919,,SHRI HARISH VYAS JI LOGISTICS 
10-JAN-26,10-JAN-26,13382514001067,1338,HODAL HUB HARYANA,4002,PATNA - BIHAR,64870004643,,BIPIN FREIGHT CARRIERS,63000,61000,Accept,69292515045832,61000,64870004643,,BIPIN FREIGHT CARRIERS
10-JAN-26,10-JAN-26,13382514001062,1338,HODAL HUB HARYANA,3502,BHOPAL-MADHYA PRADESH,64870000133,Can Pack Logistics,Can Pack Logistics,40000,36500,Accept,69292515045773,36500,64870000133,Can Pack Logistics,Can Pack Logistics
10-JAN-26,10-JAN-26,13422514000541,1342,JAMALPUR-HARYANA,2605,PITHAMPUR-DELIVERY,64870002932,vinod,Kranti logistics Pvt Ltd,34900,33000,Accept,69292515045795,33000,64870002932,vinod,Kranti logistics Pvt Ltd
10-JAN-26,10-JAN-26,35082514000390,3508,DEWAS-MADHYA PRADESH,850,MALDA WB,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,94000,94000,Accept,69292515045926,94000,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
10-JAN-26,10-JAN-26,12022514001721,316,UMERGAON-GUJARAT,1312,GREATER NOIDA-UTTAR PRADESH,13900000972,VIKASH SHARMA ATTRI,SOUTH CARGO ROADLINE,45000,44000,NOT RES,69292515045724,46000,13900000972,VIKASH SHARMA ATTRI,SOUTH CARGO ROADLINE
10-JAN-26,12-JAN-26,9012514000977,901,COIMBATORE-TAMILNADU,2801,WAGHOLI - MAHARASTRA,64870001565,,KARTIK TRAILOR SWERVICE (CBE),25500,25000,Accept,69292515045834,25000,64870001565,,KARTIK TRAILOR SWERVICE (CBE)
10-JAN-26,10-JAN-26,13932514001111,1393,KHARKHODA  SONIPAT,523,DHARWAD-KARNATAKA,64870000133,Can Pack Logistics,Can Pack Logistics,91000,88000,Accept,69292515045783,88000,64870000133,Can Pack Logistics,Can Pack Logistics
